Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,State,Gender
XA50997,,,High School or Below,,91393.0,67.0,0,Personal Auto,Two-Door Car,460.551521,Nevada,M
GM37281,,,Bachelor,,76731.0,64.0,0,Personal Auto,Four-Door Car,201.455005,California,F
QT84069,,,Master,,82081.0,249.0,0,Personal Auto,Luxury,753.760098,Oregon,M
MG74662,,,High School or Below,,51337.0,88.0,0,Corporate Auto,Four-Door Car,72.543171,Oregon,F
EP46328,,,Bachelor,,74015.0,72.0,0,Personal Auto,Four-Door Car,471.443077,California,M
UL87052,,,Bachelor,,0.0,117.0,0,Personal Auto,SUV,842.4,Arizona,F
GA93544,,,High School or Below,,0.0,77.0,0,Personal Auto,Four-Door Car,554.4,Oregon,F
EW73206,,,Bachelor,,68849.0,67.0,0,Corporate Auto,Two-Door Car,252.699037,California,F
MV19629,,,College,,37376.0,99.0,0,Personal Auto,Four-Door Car,65.548725,Oregon,F
TK67721,,,High School or Below,,0.0,64.0,0,Corporate Auto,Four-Door Car,621.968062,Oregon,F
AD38685,,,College,,62464.0,109.0,0,Personal Auto,Luxury,400.181882,California,M
LX72964,,,High School or Below,,88304.0,95.0,0,Personal Auto,Four-Door Car,276.467811,Arizona,F
MR37609,,,College,,0.0,112.0,0,Special Auto,SUV,682.422936,Oregon,M
OG30514,,,Bachelor,,65900.0,62.0,0,Personal Auto,Four-Door Car,297.6,Nevada,F
GJ44951,,,Bachelor,,0.0,67.0,0,Personal Auto,Two-Door Car,321.6,Washington,F
YB19340,,,High School or Below,,61374.0,113.0,0,Corporate Auto,Two-Door Car,210.100003,Oregon,M
BD42101,,,Bachelor,,0.0,110.0,1,Corporate Auto,SUV,528.0,California,M
RZ89024,,,Doctor,,31841.0,78.0,0,Personal Auto,Four-Door Car,126.857228,Oregon,M
ZO20633,,,High School or Below,,27861.0,65.0,0,Corporate Auto,Four-Door Car,312.0,Oregon,F
KL39500,,,College,,0.0,83.0,3,Personal Auto,Four-Door Car,736.00483,Arizona,M
QK24293,,,Doctor,,0.0,84.0,1,Corporate Auto,Four-Door Car,481.025786,Oregon,F
RW71963,,,High School or Below,,94550.0,90.0,0,Personal Auto,Four-Door Car,432.0,Nevada,F
HR71115,,,College,,39604.0,68.0,0,Personal Auto,Four-Door Car,63.127223,Nevada,M
UL55837,,,Bachelor,,42928.0,93.0,0,Personal Auto,Four-Door Car,651.623195,Nevada,F
IW77519,,,Bachelor,,54737.0,66.0,0,Personal Auto,Four-Door Car,391.970334,Washington,F
CR88883,,,College,,0.0,68.0,0,Corporate Auto,Two-Door Car,489.6,Arizona,M
YD58301,,,High School or Below,,80587.0,78.0,0,Personal Auto,Four-Door Car,276.191729,California,F
RT60959,,,High School or Below,,0.0,194.0,0,Corporate Auto,Luxury,931.2,Oregon,F
KC67832,,,College,,80028.0,86.0,0,Corporate Auto,Four-Door Car,114.02307,California,M
DK92014,,,High School or Below,,11904.0,61.0,2,Personal Auto,Two-Door Car,292.8,Arizona,F
ZA44520,,,High School or Below,,54872.0,121.0,0,Personal Auto,SUV,580.8,Arizona,F
AJ69060,,,College,,0.0,99.0,0,Personal Auto,Two-Door Car,204.121476,California,M
ME35315,,,College,,0.0,74.0,0,Corporate Auto,Two-Door Car,532.8,Washington,M
BU61331,,,College,,46417.0,74.0,0,Corporate Auto,Four-Door Car,164.746184,Arizona,M
XI68015,,,College,,46239.0,67.0,3,Personal Auto,Four-Door Car,6.395416,Washington,F
HG51739,,,College,,0.0,73.0,0,Personal Auto,Four-Door Car,350.4,Oregon,F
FI22970,,,High School or Below,,25550.0,61.0,0,Personal Auto,Four-Door Car,439.2,Oregon,F
OF93412,,,Bachelor,,27514.0,197.0,0,Personal Auto,SUV,1367.199081,Nevada,F
AH97088,,,High School or Below,,84417.0,98.0,0,Personal Auto,Two-Door Car,139.714897,Nevada,M
BI81476,,,High School or Below,,55906.0,86.0,0,Personal Auto,Four-Door Car,58.469264,Oregon,F
IA18854,,,High School or Below,,21638.0,65.0,0,Personal Auto,Four-Door Car,468.0,California,M
OO62338,,,Bachelor,,16121.0,65.0,2,Corporate Auto,Four-Door Car,312.0,Oregon,M
JH35547,,,College,,36261.0,68.0,0,Personal Auto,Four-Door Car,16.800832,Oregon,M
DY34638,,,High School or Below,,11432.0,119.0,0,Personal Auto,SUV,571.2,Oregon,F
MT16688,,,Bachelor,,62566.0,65.0,1,Corporate Auto,Four-Door Car,48.344273,Arizona,F
NN51066,,,High School or Below,,10312.0,78.0,0,Personal Auto,Four-Door Car,486.278557,Oregon,F
YF73402,,,High School or Below,,67778.0,64.0,1,Personal Auto,Four-Door Car,171.287759,Oregon,M
ZR56751,,,Master,,92895.0,77.0,0,Personal Auto,Two-Door Car,43.14147,Washington,F
GR32910,,,College,,55290.0,65.0,0,Personal Auto,Four-Door Car,13.874775,California,F
MZ89625,,,Bachelor,,23377.0,116.0,0,Personal Auto,Four-Door Car,556.8,California,F
IK51081,,,College,,38713.0,66.0,4,Personal Auto,Four-Door Car,316.8,California,F
VI34110,,,Bachelor,,0.0,66.0,1,Personal Auto,Four-Door Car,145.896438,Arizona,F
VH62312,,,College,,56342.0,69.0,0,Corporate Auto,Four-Door Car,331.2,Nevada,M
YU39743,,,College,,29593.0,137.0,0,Personal Auto,Luxury,657.6,Oregon,M
RO57944,,,High School or Below,,18495.0,113.0,0,Personal Auto,SUV,542.4,Nevada,F
VL32622,,,High School or Below,,82887.0,66.0,1,Corporate Auto,Four-Door Car,420.374805,California,F
NV35796,,,Master,,71366.0,94.0,0,Personal Auto,Four-Door Car,265.216633,Oregon,F
UU32345,,,College,,49078.0,97.0,0,Corporate Auto,Four-Door Car,484.013411,California,M
YM94448,,,College,,10787.0,71.0,0,Personal Auto,Two-Door Car,697.798804,Arizona,F
WX46704,,,High School or Below,,0.0,73.0,0,Personal Auto,Four-Door Car,350.4,California,F
HY35960,,,High School or Below,,10194.0,65.0,0,Personal Auto,Two-Door Car,312.0,Arizona,M
PB41497,,,High School or Below,,81763.0,72.0,1,Personal Auto,Two-Door Car,518.4,Oregon,M
GP37412,,,College,,59763.0,73.0,0,Personal Auto,Two-Door Car,350.4,Arizona,F
KU62853,,,College,,0.0,78.0,0,Special Auto,Four-Door Car,561.6,California,F
EA87824,,,College,,96832.0,85.0,0,Personal Auto,Two-Door Car,408.0,Arizona,F
DM42912,,,College,,21135.0,130.0,0,Personal Auto,SUV,678.946216,California,F
HK50871,,,High School or Below,,16143.0,62.0,1,Personal Auto,Four-Door Car,32.114117,California,M
ZX73673,,,Bachelor,,74015.0,72.0,0,Personal Auto,Four-Door Car,471.443077,Arizona,M
EO95783,,,High School or Below,,84178.0,74.0,0,Personal Auto,Two-Door Car,12.588784,Arizona,M
TR18791,,,Bachelor,,0.0,70.0,0,Personal Auto,Two-Door Car,504.0,Arizona,M
DC83427,,,High School or Below,,0.0,63.0,0,Personal Auto,Four-Door Car,661.7151,Oregon,F
OG31942,,,College,,63936.0,189.0,0,Personal Auto,Luxury,765.012123,California,M
AK17025,,,Bachelor,,0.0,83.0,0,Personal Auto,Four-Door Car,597.6,Washington,M
RT17851,,,High School or Below,,37940.0,129.0,0,Special Auto,SUV,512.542299,Oregon,F
UF56271,,,High School or Below,,30703.0,70.0,0,Personal Auto,Four-Door Car,336.0,Washington,F
BP25150,,,College,,54898.0,69.0,0,Corporate Auto,Two-Door Car,176.242159,Arizona,F
XT34986,,,Bachelor,,89030.0,139.0,0,Personal Auto,SUV,49.566591,Oregon,M
OI74902,,,College,,15630.0,115.0,1,Personal Auto,SUV,656.775467,California,F
GV33313,,,Bachelor,,35625.0,65.0,1,Personal Auto,Four-Door Car,288.572108,Arizona,F
WA54110,,,High School or Below,,48329.0,67.0,0,Corporate Auto,Four-Door Car,470.386291,Nevada,M
IS94199,,,High School or Below,,11904.0,61.0,2,Personal Auto,Two-Door Car,292.8,California,F
XE22944,,,Bachelor,,12261.0,125.0,0,Personal Auto,SUV,600.0,Arizona,F
CK24264,,,High School or Below,,0.0,86.0,0,Personal Auto,Four-Door Car,39.730199,Arizona,M
BF54215,,,Master,,87810.0,94.0,3,Personal Auto,Four-Door Car,225.641724,California,F
HW85007,,,Bachelor,,64744.0,139.0,0,Personal Auto,SUV,41.308429,Oregon,M
PA56702,,,Doctor,,0.0,117.0,0,Personal Auto,SUV,957.134978,Arizona,M
VD87432,,,Bachelor,,60735.0,135.0,0,Personal Auto,SUV,571.695889,Washington,M
GG57214,,,Bachelor,,0.0,67.0,0,Personal Auto,Two-Door Car,482.4,Washington,F
EK10022,,,Bachelor,,36261.0,118.0,0,Corporate Auto,SUV,1197.713861,California,M
IV97881,,,High School or Below,,0.0,135.0,0,Personal Auto,Luxury,648.0,Nevada,M
GS85403,,,Master,,0.0,122.0,0,Corporate Auto,Luxury,650.52179,Washington,F
UO48558,,,High School or Below,,23277.0,77.0,2,Corporate Auto,Four-Door Car,369.6,California,M
SX18141,,,High School or Below,,50320.0,73.0,0,Personal Auto,Four-Door Car,297.738909,Arizona,F
KK26955,,,High School or Below,,49675.0,65.0,0,Personal Auto,Two-Door Car,312.0,Washington,F
PV12088,,,High School or Below,,19508.0,61.0,0,Personal Auto,Two-Door Car,292.8,Arizona,M
TV97612,,,Bachelor,,20815.0,110.0,0,Personal Auto,SUV,528.0,Oregon,M
VA95387,,,High School or Below,,46621.0,61.0,0,Corporate Auto,Four-Door Car,30.448249,Nevada,M
XF93358,,,High School or Below,,22775.0,184.0,0,Personal Auto,Luxury,883.2,Arizona,F
WP64059,,,Bachelor,,91814.0,63.0,0,Personal Auto,Two-Door Car,167.037619,California,F
YY63521,,,College,,20396.0,76.0,1,Personal Auto,Four-Door Car,364.8,Arizona,M
FH69597,,,High School or Below,,73836.0,182.0,3,Personal Auto,Luxury,553.385695,California,F
UT76436,,,Bachelor,,55910.0,86.0,0,Personal Auto,Four-Door Car,324.348688,Nevada,F
VA94160,,,High School or Below,,43054.0,68.0,0,Personal Auto,Four-Door Car,326.4,California,F
NJ55678,,,Bachelor,,64543.0,65.0,0,Personal Auto,Four-Door Car,200.177163,Arizona,F
OJ60800,,,Bachelor,,75988.0,67.0,0,Personal Auto,Four-Door Car,200.54531,Oregon,M
PG20605,,,College,,0.0,64.0,0,Personal Auto,Four-Door Car,572.522796,Arizona,M
UT88283,,,College,,29051.0,73.0,0,Personal Auto,Two-Door Car,153.200014,Arizona,F
AF48816,,,Bachelor,,87382.0,72.0,0,Personal Auto,Four-Door Car,345.6,Arizona,F
SY93381,,,College,,30694.0,91.0,1,Personal Auto,Four-Door Car,436.8,California,F
ZI63885,,,High School or Below,,0.0,85.0,0,Personal Auto,Four-Door Car,877.034575,Washington,M
SD41771,,,High School or Below,,49259.0,144.0,0,Personal Auto,Luxury,820.431905,California,M
IG80910,,,High School or Below,,47528.0,77.0,1,Personal Auto,Four-Door Car,277.582137,Oregon,F
RA62452,,,Bachelor,,70624.0,106.0,0,Corporate Auto,SUV,49.234943,Nevada,M
NI88122,,,College,,0.0,64.0,0,Corporate Auto,Four-Door Car,505.975326,California,F
LG90006,,,Doctor,,31409.0,93.0,0,Personal Auto,Four-Door Car,381.960657,Oregon,F
XZ83249,,,High School or Below,,35504.0,128.0,0,Personal Auto,SUV,404.303518,Nevada,F
EP26605,,,Bachelor,,44833.0,72.0,0,Personal Auto,Two-Door Car,345.6,Washington,F
LW29130,,,High School or Below,,24423.0,67.0,0,Corporate Auto,Two-Door Car,321.6,Washington,F
UD61088,,,Bachelor,,0.0,127.0,0,Personal Auto,SUV,609.6,California,M
UY81122,,,College,,0.0,69.0,3,Personal Auto,Four-Door Car,433.959806,Oregon,F
ED87136,,,High School or Below,,0.0,61.0,0,Personal Auto,Four-Door Car,439.2,Arizona,M
PK58026,,,Bachelor,,96917.0,71.0,0,Personal Auto,Two-Door Car,373.047039,Nevada,F
OD79784,,,Bachelor,,84450.0,68.0,0,Corporate Auto,Four-Door Car,291.257059,Arizona,M
OO79691,,,College,,0.0,111.0,0,Personal Auto,SUV,1018.808223,Arizona,F
PE72393,,,High School or Below,,0.0,115.0,0,Corporate Auto,Four-Door Car,840.179082,Arizona,F
QG39997,,,College,,10097.0,110.0,0,Personal Auto,Four-Door Car,218.635593,Arizona,F
ET45138,,,College,,33255.0,138.0,0,Personal Auto,Luxury,662.4,California,F
WP46383,,,Bachelor,,94132.0,73.0,0,Personal Auto,Four-Door Car,350.4,Oregon,F
FJ12205,,,Master,,42602.0,85.0,3,Personal Auto,Two-Door Car,63.161647,Oregon,M
KE42114,,,Doctor,,17250.0,62.0,0,Personal Auto,Four-Door Car,175.528642,Nevada,M
CO15448,,,College,,74212.0,73.0,0,Personal Auto,Four-Door Car,188.878749,California,M
SU31072,,,Bachelor,,85756.0,61.0,0,Personal Auto,Four-Door Car,117.036869,Washington,M
LC87490,,,Bachelor,,24910.0,63.0,1,Personal Auto,Four-Door Car,347.857619,Arizona,F
OT36536,,,Bachelor,,41596.0,66.0,0,Personal Auto,Four-Door Car,316.8,Oregon,M
DE59454,,,Bachelor,,72202.0,63.0,0,Corporate Auto,Two-Door Car,453.6,Nevada,M
VS63956,,,Bachelor,,33967.0,76.0,0,Personal Auto,Four-Door Car,364.8,California,M
TR39403,,,Master,,77951.0,93.0,3,Corporate Auto,Two-Door Car,19.668633,California,F
AB62982,,,Doctor,,77521.0,73.0,0,Personal Auto,Two-Door Car,350.4,Oregon,F
QP76867,,,College,,0.0,109.0,0,Personal Auto,Luxury,852.460341,Oregon,M
MO41014,,,Bachelor,,86305.0,62.0,0,Corporate Auto,Four-Door Car,80.73124,Arizona,M
EK56325,,,High School or Below,,0.0,92.0,2,Personal Auto,Four-Door Car,662.4,Arizona,M
LB59405,,,High School or Below,,57693.0,76.0,0,Personal Auto,Four-Door Car,547.2,California,F
JI37927,,,College,,0.0,112.0,3,Corporate Auto,SUV,78.975117,Oregon,F
OJ43280,,,Bachelor,,33137.0,74.0,0,Personal Auto,Two-Door Car,472.500375,California,M
YW43854,,,High School or Below,,0.0,68.0,0,Personal Auto,Four-Door Car,489.6,Washington,M
AL43475,,,College,,44938.0,183.0,0,Personal Auto,Luxury,2069.309854,California,F
XY80192,,,High School or Below,,33617.0,117.0,0,Personal Auto,Four-Door Car,761.722334,Oregon,M
PI71828,,,College,,38460.0,61.0,0,Personal Auto,Four-Door Car,191.365686,Arizona,M
RQ94849,,,College,,0.0,67.0,0,Personal Auto,Four-Door Car,482.4,California,M
JX93039,,,College,,40171.0,123.0,0,Personal Auto,SUV,576.880144,Washington,F
KF44948,,,High School or Below,,0.0,64.0,0,Personal Auto,Four-Door Car,307.2,Washington,F
OK14812,,,Doctor,,36631.0,62.0,0,Personal Auto,Four-Door Car,67.530904,Nevada,M
UV49359,,,Bachelor,,74335.0,187.0,0,Corporate Auto,Luxury,896.436023,Nevada,F
IZ88103,,,Bachelor,,79421.0,104.0,0,Personal Auto,Four-Door Car,115.126739,California,F
QC27179,,,Bachelor,,38466.0,68.0,0,Personal Auto,Two-Door Car,204.685796,Oregon,M
VC47959,,,College,,54495.0,61.0,0,Personal Auto,Four-Door Car,182.350945,Arizona,F
BN45584,,,College,,0.0,112.0,0,Special Auto,Luxury,806.4,Oregon,F
YP53257,,,Bachelor,,14290.0,271.0,0,Personal Auto,Luxury,1300.8,Oregon,F
VP84987,,,College,,0.0,73.0,0,Personal Auto,Two-Door Car,350.4,California,M
LK57934,,,Bachelor,,45776.0,89.0,0,Personal Auto,Four-Door Car,95.95081,Nevada,M
AV49798,,,College,,94263.0,98.0,0,Personal Auto,Four-Door Car,112.420211,Arizona,M
RD73104,,,High School or Below,,12181.0,108.0,0,Personal Auto,Four-Door Car,591.511506,Washington,F
IZ17303,,,Bachelor,,97268.0,85.0,0,Personal Auto,Four-Door Car,35.278648,California,M
PK79296,,,College,,28995.0,67.0,0,Personal Auto,Four-Door Car,321.6,California,F
VA82895,,,High School or Below,,25030.0,113.0,4,Personal Auto,Luxury,542.4,Oregon,F
WC66749,,,College,,12613.0,70.0,0,Personal Auto,Four-Door Car,336.0,Oregon,F
JO68735,,,Bachelor,,0.0,64.0,0,Personal Auto,Two-Door Car,460.8,California,F
JA55700,,,High School or Below,,25927.0,103.0,0,Personal Auto,SUV,674.973614,California,M
IX97339,,,College,,0.0,134.0,0,Corporate Auto,SUV,643.2,Arizona,F
DH93540,,,College,,28215.0,65.0,0,Personal Auto,Two-Door Car,468.0,Oregon,M
KV56995,,,Bachelor,,18375.0,103.0,0,Personal Auto,Luxury,535.080276,Nevada,M
PA15141,,,High School or Below,,43221.0,87.0,0,Special Auto,Four-Door Car,398.735257,California,F
FC48492,,,Bachelor,,0.0,84.0,0,Personal Auto,Four-Door Car,849.011958,California,M
ZJ29643,,,Doctor,,0.0,84.0,1,Personal Auto,Four-Door Car,481.025786,Washington,F
EC22495,,,High School or Below,,52082.0,79.0,0,Personal Auto,Four-Door Car,379.2,Oregon,M
RO87000,,,High School or Below,,50719.0,68.0,0,Personal Auto,Four-Door Car,394.248334,California,M
YU35148,,,Bachelor,,0.0,123.0,0,Personal Auto,SUV,590.4,Washington,F
BW51534,,,High School or Below,,0.0,110.0,0,Corporate Auto,SUV,528.0,California,F
ER50891,,,High School or Below,,39248.0,87.0,0,Personal Auto,Four-Door Car,386.765125,California,M
LM63497,,,College,,0.0,82.0,0,Personal Auto,Four-Door Car,590.4,Oregon,F
DE71115,,,High School or Below,,68463.0,70.0,1,Personal Auto,Four-Door Car,336.0,Washington,M
AX71238,,,High School or Below,,38096.0,99.0,0,Personal Auto,Two-Door Car,475.2,California,M
IZ50034,,,College,,42124.0,101.0,0,Personal Auto,SUV,484.8,Washington,M
AR75105,,,College,,21073.0,106.0,1,Personal Auto,SUV,508.8,California,F
LX77880,,,Bachelor,,24149.0,61.0,0,Personal Auto,Four-Door Car,292.8,Oregon,F
PQ72803,,,High School or Below,,10312.0,78.0,0,Personal Auto,Four-Door Car,486.278557,Washington,F
PV99529,,,Bachelor,,0.0,77.0,0,Personal Auto,Two-Door Car,404.82483,Arizona,M
UW10841,,,Bachelor,,74115.0,63.0,0,Personal Auto,Four-Door Car,275.349481,California,M
UO93347,,,High School or Below,,34624.0,95.0,0,Personal Auto,Four-Door Car,270.370335,California,M
WK46492,,,Bachelor,,36108.0,128.0,2,Personal Auto,SUV,614.4,Arizona,F
DO70918,,,High School or Below,,0.0,127.0,0,Special Auto,Luxury,914.4,Nevada,F
KG71396,,,High School or Below,,0.0,118.0,0,Corporate Auto,Two-Door Car,959.849922,Nevada,M
MI16758,,,High School or Below,,43184.0,102.0,0,Personal Auto,SUV,376.836888,Nevada,F
AT98182,,,Doctor,,0.0,67.0,0,Corporate Auto,Four-Door Car,146.301396,California,F
GP67583,,,College,,35349.0,102.0,0,Personal Auto,Four-Door Car,489.6,Arizona,M
DY73849,,,Bachelor,,0.0,124.0,0,Personal Auto,SUV,250.723005,California,F
UR42360,,,Bachelor,,35095.0,73.0,0,Personal Auto,Two-Door Car,525.6,California,M
IK74329,,,High School or Below,,13164.0,70.0,0,Personal Auto,Two-Door Car,75.393383,Arizona,F
WJ20394,,,High School or Below,,0.0,141.0,0,Corporate Auto,SUV,676.8,Nevada,M
PF26758,,,College,,94880.0,79.0,3,Special Auto,Four-Door Car,347.595108,Oregon,F
DK81475,,,College,,95301.0,114.0,0,Personal Auto,SUV,547.2,Nevada,M
DK93464,,,Bachelor,,56202.0,107.0,0,Personal Auto,Two-Door Car,513.511091,Nevada,F
XS76166,,,College,,35592.0,82.0,0,Personal Auto,Two-Door Car,496.805418,Oregon,F
TZ76531,,,High School or Below,,0.0,113.0,0,Personal Auto,Four-Door Car,542.4,California,M
RC22595,,,College,,0.0,102.0,0,Personal Auto,Four-Door Car,489.6,Arizona,F
IA90990,,,High School or Below,,0.0,89.0,0,Corporate Auto,Two-Door Car,640.8,California,F
QQ69088,,,Doctor,,11097.0,73.0,0,Corporate Auto,Two-Door Car,350.4,Washington,M
ED59130,,,Bachelor,,74900.0,208.0,0,Personal Auto,Luxury,998.4,Arizona,M
SC90717,,,Doctor,,23576.0,89.0,0,Personal Auto,Four-Door Car,383.508096,California,M
PP36346,,,High School or Below,,23393.0,95.0,0,Corporate Auto,Four-Door Car,456.0,Nevada,F
JU75786,,,Master,,0.0,95.0,0,Personal Auto,Two-Door Car,149.843223,Oregon,F
TU68427,,,High School or Below,,0.0,73.0,0,Personal Auto,Two-Door Car,350.4,Arizona,F
YD28431,,,Master,,66346.0,87.0,1,Personal Auto,Four-Door Car,78.179743,California,F
MY56715,,,Bachelor,,58109.0,86.0,0,Corporate Auto,Two-Door Car,412.8,Oregon,M
NF60680,,,High School or Below,,92766.0,71.0,0,Personal Auto,Two-Door Car,379.029102,Arizona,F
BD70337,,,High School or Below,,26307.0,73.0,0,Personal Auto,Four-Door Car,313.192439,California,M
DM77491,,,Bachelor,,0.0,69.0,0,Personal Auto,Four-Door Car,238.057939,Oregon,M
EV57176,,,High School or Below,,21171.0,72.0,0,Corporate Auto,Four-Door Car,345.6,California,F
CQ76876,,,College,,82753.0,114.0,0,Personal Auto,Four-Door Car,264.666921,California,F
QI89498,,,College,,0.0,64.0,0,Personal Auto,Four-Door Car,757.206098,Oregon,F
BH43020,,,Bachelor,,39754.0,85.0,0,Personal Auto,Four-Door Car,62.282034,California,M
EC66666,,,College,,0.0,67.0,0,Personal Auto,Two-Door Car,321.6,Arizona,F
EO74797,,,Bachelor,,0.0,76.0,1,Personal Auto,Four-Door Car,364.8,Arizona,F
IA30254,,,High School or Below,,0.0,70.0,0,Corporate Auto,Four-Door Car,712.619939,Nevada,M
KC79907,,,College,,91915.0,186.0,0,Personal Auto,Luxury,93.56694,Arizona,F
XW34862,,,Master,,21514.0,62.0,0,Special Auto,Two-Door Car,257.248789,Nevada,F
RI76930,,,College,,43276.0,104.0,0,Personal Auto,SUV,499.2,California,F
XZ40716,,,High School or Below,,75531.0,102.0,0,Personal Auto,Four-Door Car,489.6,California,F
ZC75052,,,Bachelor,,23665.0,67.0,0,Personal Auto,Four-Door Car,404.817249,California,M
DH51686,,,Bachelor,,0.0,118.0,0,Personal Auto,Four-Door Car,566.4,Arizona,F
HJ89045,,,Bachelor,,96337.0,127.0,0,Personal Auto,SUV,609.6,California,F
DJ34695,,,High School or Below,,60180.0,183.0,0,Corporate Auto,Luxury,988.533256,California,M
KR89806,,,High School or Below,,0.0,63.0,0,Personal Auto,Four-Door Car,685.12694,Oregon,F
OX62816,,,Master,,30376.0,66.0,0,Personal Auto,Four-Door Car,316.8,Washington,M
WM36886,,,Master,,88997.0,72.0,0,Corporate Auto,Four-Door Car,174.041566,California,M
BE92692,,,Bachelor,,69236.0,63.0,1,Personal Auto,Four-Door Car,110.868874,Oregon,M
JV79596,,,Bachelor,,27627.0,63.0,0,Special Auto,Two-Door Car,453.6,Oregon,F
KA49711,,,Bachelor,,77524.0,68.0,3,Corporate Auto,Four-Door Car,64.799325,Nevada,M
YI68606,,,High School or Below,,75449.0,61.0,0,Corporate Auto,Two-Door Car,130.775164,Oregon,F
AU11344,,,Bachelor,,35666.0,131.0,0,Personal Auto,SUV,312.110029,Oregon,F
BG42047,,,College,,17658.0,65.0,0,Personal Auto,Four-Door Car,312.0,Nevada,M
CF73234,,,High School or Below,,0.0,71.0,0,Corporate Auto,Four-Door Car,340.8,Oregon,M
VE85103,,,College,,20567.0,72.0,4,Personal Auto,Four-Door Car,345.6,Nevada,M
LN99977,,,College,,30061.0,104.0,0,Special Auto,Luxury,499.2,California,F
CR56473,,,High School or Below,,0.0,74.0,0,Corporate Auto,Four-Door Car,532.8,Nevada,M
YP32443,,,Bachelor,,20354.0,116.0,0,Personal Auto,SUV,556.8,Oregon,M
MQ46375,,,Bachelor,,36637.0,192.0,0,Corporate Auto,Luxury,921.6,Oregon,M
VU30980,,,High School or Below,,0.0,131.0,0,Personal Auto,SUV,628.8,California,M
JX50349,,,College,,63860.0,62.0,0,Personal Auto,Four-Door Car,208.598246,Oregon,F
DH34004,,,College,,0.0,199.0,3,Personal Auto,Luxury,955.2,California,M
DU66880,,,High School or Below,,58544.0,114.0,0,Personal Auto,Four-Door Car,769.788818,Arizona,M
QH87479,,,High School or Below,,54586.0,76.0,0,Personal Auto,Two-Door Car,122.590766,Oregon,F
MF87270,,,High School or Below,,57248.0,74.0,0,Personal Auto,Four-Door Car,355.2,California,F
PX99904,,,Bachelor,,0.0,134.0,0,Corporate Auto,Luxury,964.8,California,F
TD43065,,,Bachelor,,66037.0,69.0,0,Personal Auto,Four-Door Car,69.004181,California,M
DU39756,,,Master,,29462.0,107.0,1,Corporate Auto,SUV,513.6,Nevada,F
GY65868,,,Bachelor,,64541.0,86.0,0,Personal Auto,Four-Door Car,256.279637,California,M
NG15645,,,Master,,27382.0,71.0,0,Personal Auto,Four-Door Car,134.104322,California,F
HH69970,,,Bachelor,,32311.0,79.0,0,Corporate Auto,Four-Door Car,207.289724,California,F
